Price,Quantity
7.733447976183188,899.2037981122601
15.189324676422212,786.219696761381
17.582467738327118,800.4585342493954
20.557446914933454,850.0909581431958
22.022317952033106,792.1209982919007
27.387508010716342,740.0578614693453
27.992954296398874,779.7396585046951
33.751388023258734,768.1938692272627
36.4613833915817,706.5393849525905
37.20053852771336,704.1011708720694
41.652102608374726,723.1680108636443
41.90256862148656,665.851955089027
48.80378851570015,599.6230613162227
53.34769643316002,617.2257655355685
58.406256361685706,546.0459162002411
62.35518446493921,519.5571656211381
64.19915173945935,583.1156531503128
65.40892624816553,506.9090791360968
74.04946102276071,360.5037156748432
74.75749136250751,488.6368651953765
82.21728756642031,422.4097251614187
82.22922701900607,426.94767125530586
89.4094412252093,428.2498806116455
95.00335876751481,379.7396838610087
95.78523237744974,392.74737729408935
96.50295548513589,296.11947400869553
102.01151689747687,321.41746075418973
103.36426235941533,413.81355787762027
103.83852216838807,353.25887776609017
110.1078597857467,264.19251314036273
133.09609089200836,222.49246929145474
139.31777072807847,210.1795046282588
144.06258229525346,240.66820841401113
149.15842439803075,208.76270546883356
149.61160102493298,199.25780876685113
155.5999102649712,211.12429967624004
155.78381574081848,228.27635229444329
158.9362492492528,194.5349784907299
159.29698266425842,182.2145462713537
160.6062106327817,185.24266042416676
165.9657444032398,202.49528610323603
166.03851372781585,189.7988728555968
168.79452230206135,212.4709435833362
181.5928967133267,122.596592422263
182.44053562941494,134.33446227027264
186.3491124303774,181.78097219795697
190.39735882944444,121.60624081195289
197.3952583962936,185.34100345082268
216.63280408748207,159.49011129043245
218.81278422784732,156.35453546267254
222.87548440110265,79.98646635387841
230.75464218743278,101.87118771868015
238.7463879551649,77.00784051051508
249.42882020037342,109.52471016695937
250.11257050507874,131.7526154835403
256.74249212652785,101.7217282617406
259.5460470147377,74.87094751057387
262.43367048301633,62.20500868687047
263.75275054408706,89.72573058628679
264.75443365795775,36.661344243876826
273.634561163333,79.39353907849555
275.62158827492345,38.80622626704866
282.83221279690065,75.51344484312132
298.24521158671104,46.62146785645362
300.96048951148714,39.635625007279245
301.3359496775331,27.087135356851395
302.5519308128884,39.689851419558266
305.73470169121197,60.64953154553806
307.8671828875778,71.43250070654881
313.53257277964116,56.053107919594275
320.0231535755713,72.57415449544207
320.5909483208305,99.64411798480532
332.9485307552211,28.590216663204643
343.69534812351765,27.765470173720118
354.8943852045705,0.0
355.49592600904253,52.84401143695157
358.05616967538253,54.05846515886944
365.8585481802887,8.849365929834306
366.1550582773417,37.728658880863804
367.33700119664553,48.98803689206022
381.58859906536424,26.13685938799407
386.62875407750766,36.003540810069715
386.7788216095431,24.011063091265182
387.26116080184545,0.0
388.6907475637517,38.98673938760545
393.6621008895417,42.29900109896781
402.0875054732496,30.051173482625323
405.1566873176483,1.8969799913637715
408.65340708514293,4.819382582322522
415.225067030205,0.0
417.05910719620874,27.18149156361909
432.2361958084188,31.000994467736525
433.7571921585929,18.94886913463263
444.17030757528164,23.989480483295928
447.9395384616862,0.3457755332191734
454.245404593416,12.418915243903427
455.1135990289971,0.0
461.32774633644283,1.0005403241099575
470.0519760742736,18.605708567319155
474.69834094039993,6.176034114696813
475.6035816729085,21.136531230431373
482.9878563719069,13.2331456131338
484.9443907434565,34.05028268537779
485.1053768201872,8.717894579171812
493.5090336172561,0.0
